Id,DistrictId,Rooms,Square,LifeSquare,KitchenSquare,Floor,HouseFloor,HouseYear,Ecology_1,Ecology_2,Ecology_3,Social_1,Social_2,Social_3,Healthcare_1,Helthcare_2,Shops_1,Shops_2,Price
5205,7,3,55,36,6,9,9.0,1974,0.130617806,True,True,39,10418,9,900.0,1,9,True,193455.82251682717
9216,57,1,40,22,7,12,14.0,2003,0.090799103,True,True,74,19083,2,30.0,5,15,True,200291.7364220247
1363,27,1,41,32,10,2,17.0,1977,0.011654127,True,True,4,915,2,30.0,1,3,True,89104.35527334269
16211,6,2,59,62,6,25,25.0,1977,0.243204519,True,True,5,1564,2,540.0,1,3,True,171739.19921978915
12338,48,2,53,30,8,11,12.0,1982,0.041124634,True,True,46,9515,5,30.0,1,10,True,272761.7158136757
1567,11,2,49,35,9,7,14.0,1971,0.012338886,True,True,35,5776,1,2078.0,2,4,True,204268.9223940859
12861,17,3,77,48,9,21,22.0,1988,0.07542368,True,True,25,5027,4,46.0,1,1,True,505464.8844304723
11824,61,1,42,20,8,6,17.0,1983,0.300322518,True,True,52,10311,6,30.0,1,9,True,200516.18747727526
6731,120,2,85,77,10,7,10.0,2020,0.341071945,True,True,27,5664,48,2300.0,3,11,True,536020.2603444697
4410,53,3,97,52,11,10,20.0,2015,0.313924552,True,True,22,4625,11,3855.0,2,10,True,260147.28181994212
4388,138,2,57,52,8,2,14.0,1973,0.07542368,True,True,36,6714,2,2672.0,1,2,True,299500.1276286233
7507,87,2,53,33,8,7,17.0,1998,0.100455735,True,True,43,7227,2,30.0,1,6,True,247923.16938811343
3030,30,1,37,32,10,10,15.0,1977,7.81528e-05,True,True,22,6398,2,1046.0,3,23,True,92607.54461082212
9424,113,3,56,35,6,2,9.0,1964,0.050755569,True,True,24,5469,1,145.0,1,1,True,317253.7447269265
8185,6,2,56,32,6,12,1.0,1977,0.243204519,True,True,5,1564,2,540.0,1,3,True,178342.56686107177
11655,18,1,38,22,8,15,17.0,1997,0.07542368,True,True,30,5562,2,30.0,1,5,True,188489.49055623185
11987,113,3,67,45,8,8,14.0,1972,0.050755569,True,True,24,5469,1,145.0,1,1,True,283417.8630893757
7558,9,3,80,32,6,14,18.0,1977,0.161531741,True,True,25,5648,1,30.0,2,4,True,254966.79811189428
12021,1,3,79,80,6,14,17.0,1977,0.007122317,True,True,1,264,2,30.0,1,1,True,244566.5754926657
10711,7,2,65,28,20,6,18.0,2009,0.130617806,True,True,39,10418,9,900.0,1,9,True,373291.3306123503
14547,85,2,65,32,10,10,22.0,1987,0.037177818,True,True,52,11217,1,2300.0,1,7,True,284310.012068375
14098,7,3,64,42,8,7,9.0,1977,0.035145267,True,True,42,9292,3,2620.0,1,3,True,388441.78372356365
6275,67,1,42,32,6,15,22.0,2014,0.0077202819999999985,True,True,38,4788,2,30.0,1,4,True,117873.37056064654
13545,6,1,42,32,6,4,17.0,1977,0.243204519,True,True,5,1564,2,540.0,1,3,True,126995.13022065355
13234,157,1,28,17,6,4,5.0,1932,0.07542368,True,True,30,7538,87,4702.0,5,5,True,201311.77181779503
1150,1,2,64,64,6,13,20.0,1977,0.007122317,True,True,1,264,2,30.0,1,1,True,193538.4629580897
14537,58,1,41,19,8,7,16.0,2010,0.43788524,True,True,23,5735,3,1084.0,1,5,True,172289.85327582393
13345,53,1,38,32,6,5,1.0,1977,0.049637257,True,True,34,7759,2,229.0,1,3,True,239736.05871932552
12355,23,1,35,32,6,4,13.0,1977,0.005767451,True,True,1,388,2,30.0,1,3,True,73940.5956653482
10629,23,2,65,32,6,10,17.0,2015,0.075778755,True,True,6,1437,3,30.0,1,2,True,153884.67669931898
7275,95,4,99,71,11,2,3.0,1942,0.0006991189999999999,True,True,14,3369,24,4129.0,1,3,True,624156.0033813273
1824,151,3,77,46,10,6,16.0,1983,0.236108458,True,True,16,3893,27,30.0,3,10,True,365212.5753770981
4311,30,2,63,32,6,25,25.0,1977,7.81528e-05,True,True,22,6398,2,1046.0,3,23,True,176123.90121454245
14961,34,2,59,35,10,24,22.0,2007,0.069753361,True,True,53,13670,4,30.0,1,11,True,277811.2921124708
9440,130,1,35,20,7,6,8.0,1960,0.341071945,True,True,27,5664,48,2300.0,3,11,True,131261.77526393757
5211,27,1,37,37,6,10,12.0,1977,0.011654127,True,True,4,915,2,30.0,1,3,True,95911.72676726832
10893,84,1,36,19,8,3,5.0,1963,0.14966637300000002,True,True,22,4789,2,4087.0,4,1,True,147345.66822790506
147,18,1,39,20,8,14,17.0,1988,0.07542368,True,True,30,5562,2,30.0,1,5,True,128479.27162440734
2802,128,3,75,42,10,6,16.0,2003,0.07542368,True,True,27,4798,2,30.0,2,8,True,340197.3008199215
6837,165,1,40,19,6,9,13.0,1977,0.020741326,True,True,24,5613,5,1340.0,2,5,True,131026.30706501895
14234,66,2,50,29,7,3,5.0,1953,0.161975568,True,True,31,7010,5,4508.0,3,7,True,322213.2517279428
14522,80,3,64,44,6,12,12.0,1976,0.0077202819999999985,True,True,38,4788,2,30.0,1,4,True,260139.67649590696
15270,31,2,81,46,16,15,13.0,1977,0.151346216,True,True,32,5889,10,830.0,4,1,True,547586.0800874212
1713,80,2,47,31,6,5,12.0,1979,0.0077202819999999985,True,True,38,4788,2,30.0,1,4,True,200172.94773334856
2256,150,2,37,25,7,2,9.0,1964,0.08761909,True,True,8,1497,5,30.0,1,3,True,177967.15861350187
15944,94,1,36,19,9,9,16.0,1978,0.521867054,True,True,25,6149,2,30.0,1,3,True,156339.2545493406
12559,23,2,53,55,6,3,1.0,2017,0.005767451,True,True,1,388,2,30.0,1,3,True,82733.31527199424
6781,58,1,53,32,6,9,9.0,1977,0.43788524,True,True,23,5735,3,1084.0,1,5,True,113898.47811062707
14348,25,2,81,42,14,5,25.0,2009,0.069753361,True,True,53,13670,4,30.0,1,11,True,231391.42061247144
2061,62,1,54,55,10,10,17.0,2015,0.072157581,True,True,2,629,1,30.0,1,3,True,152513.40351254918
8127,1,1,41,42,10,14,17.0,2016,0.007122317,True,True,1,264,2,30.0,1,1,True,142824.7374973892
11692,113,2,70,70,12,28,30.0,2014,0.050755569,True,True,24,5469,1,145.0,1,1,True,333862.6311519255
2253,1,3,89,85,6,9,22.0,1977,0.007122317,True,True,1,264,2,30.0,1,1,True,268268.043754684
7711,9,3,83,32,6,16,18.0,1977,0.161531741,True,True,25,5648,1,30.0,2,4,True,240832.72350779324
11103,124,2,45,29,6,6,5.0,1960,0.16909109,True,True,19,3856,10,30.0,2,5,True,189813.14899777767
13635,127,2,53,29,11,11,16.0,1984,0.486245621,True,True,13,2514,19,30.0,1,6,True,245847.98100605945
4797,47,2,59,34,8,16,16.0,1981,0.101872465,True,True,23,4583,3,30.0,3,3,True,244553.7587534774
1072,122,2,52,30,8,5,10.0,1994,0.033493708,True,True,66,10573,1,1322.0,3,8,True,265016.1720239
9909,6,2,53,35,8,12,17.0,2011,0.243204519,True,True,5,1564,2,540.0,1,3,True,184849.20256666155
14842,27,2,63,32,6,16,17.0,1977,0.011654127,True,True,4,915,2,30.0,1,3,True,183656.40752422786
11243,0,1,46,21,10,11,19.0,2011,0.006076152,True,True,30,5285,2,645.0,6,6,True,102434.33355610823
1431,91,1,41,20,7,14,17.0,2000,0.333891544,True,True,30,6564,1,30.0,1,3,True,184156.11565779167
4092,64,3,52,33,6,3,9.0,1973,0.002211665,True,True,39,7614,3,30.0,1,5,True,237073.0622546348
5280,3,1,35,19,6,7,9.0,1971,0.050900058,True,True,43,10621,1,30.0,2,3,True,122806.07488676455
10824,200,1,42,23,8,11,17.0,1997,0.07542368,True,True,33,7425,1,30.0,2,5,True,236117.33194543852
1671,120,3,58,37,6,4,5.0,1961,0.341071945,True,True,27,5664,48,2300.0,3,11,True,305732.5862953504
13857,41,4,64,46,6,4,9.0,1970,0.175054867,True,True,36,10055,3,30.0,1,3,True,270409.14315945416
11645,1,2,64,35,8,12,17.0,2016,0.007122317,True,True,1,264,2,30.0,1,1,True,209569.7743990984
15586,24,3,78,49,9,9,27.0,2009,0.111627393,True,True,50,12238,8,1970.0,2,3,True,488762.8066878293
11994,53,1,39,18,7,17,23.0,1988,0.049637257,True,True,34,7759,2,229.0,1,3,True,200128.70189271288
11978,80,3,61,46,6,4,9.0,1977,0.0077202819999999985,True,True,38,4788,2,30.0,1,4,True,240101.68476262558
3662,23,1,36,32,6,4,15.0,1977,0.005767451,True,True,1,388,2,30.0,1,3,True,65410.07476873669
6036,95,1,46,32,6,5,13.0,1977,0.0006991189999999999,True,True,14,3369,24,4129.0,1,3,True,516315.770610522
1089,113,1,38,19,6,6,9.0,1963,0.060753049,True,True,15,2787,2,520.0,1,7,True,171571.98812408652
15636,32,1,33,22,6,9,9.0,1970,0.135649789,True,True,46,7960,6,350.0,3,11,True,159383.98483226952
2666,103,3,56,42,6,6,5.0,1960,0.151346216,True,True,32,5889,10,830.0,4,1,True,247308.6062582761
12273,85,3,80,46,10,17,16.0,1979,0.037177818,True,True,52,11217,1,2300.0,1,7,True,307829.6273044848
16203,8,2,64,33,12,9,17.0,2010,0.092290642,True,True,21,4346,2,165.0,1,2,True,305559.0288991854
5236,30,1,48,32,6,6,25.0,1977,7.81528e-05,True,True,22,6398,2,1046.0,3,23,True,150822.68156426848
13031,6,2,61,35,12,13,17.0,2014,0.243204519,True,True,5,1564,2,540.0,1,3,True,172761.40752408572
1055,113,2,89,89,6,12,17.0,2016,0.050755569,True,True,24,5469,1,145.0,1,1,True,337231.5867546469
8433,45,2,82,84,6,19,22.0,2020,0.195781053,True,True,23,5212,6,30.0,3,2,True,441850.4644397877
15039,68,3,68,47,7,10,13.0,1971,0.07542368,True,True,33,7425,1,30.0,2,5,True,352335.196146687
135,30,3,85,32,6,16,22.0,1977,7.81528e-05,True,True,22,6398,2,1046.0,3,23,True,222992.58182350808
16729,80,1,35,18,6,4,9.0,1978,0.0077202819999999985,True,True,38,4788,2,30.0,1,4,True,144190.13857080956
6357,98,3,81,51,11,14,14.0,2003,0.195781053,True,True,23,5212,6,30.0,3,2,True,144561.64722235428
8089,1,1,42,32,6,7,10.0,1977,0.007122317,True,True,1,264,2,30.0,1,1,True,147472.85088755641
9676,21,2,63,33,12,9,17.0,2005,0.034331497,True,True,25,5487,3,30.0,1,4,True,397664.3389969893
14097,45,2,61,32,6,7,1.0,1977,0.195781053,True,True,23,5212,6,30.0,3,2,True,329708.6689775411
16697,57,1,42,20,8,15,14.0,1989,0.13321533300000002,True,True,49,11395,3,1406.0,3,4,True,176995.41320557852
11599,23,1,121,32,6,2,2.0,1977,0.014072961,True,True,2,475,2,30.0,1,3,True,273307.2490927096
1031,88,1,34,17,6,8,12.0,1975,0.127375905,True,True,43,8429,3,30.0,3,9,True,144561.79485911282
5285,1,3,87,32,6,15,17.0,1977,0.007122317,True,True,1,264,2,30.0,1,1,True,252702.05537773023
2736,53,2,58,34,8,2,14.0,1973,0.049637257,True,True,34,7759,2,229.0,1,3,True,295545.83012714394
1552,101,1,37,21,7,16,17.0,2004,0.225824954,True,True,41,6558,7,1548.0,3,2,True,190865.59011012773
6349,124,2,42,30,6,8,9.0,1969,0.174739084,True,True,17,3379,9,100.0,1,3,True,210962.63436713853
3828,111,2,48,33,6,3,5.0,1964,0.07542368,True,True,36,6714,2,2672.0,1,2,True,194385.69637663814
15735,99,2,49,26,6,8,9.0,1970,0.012338886,True,True,35,5776,1,2078.0,2,4,True,214547.34720416536
5889,58,3,66,47,9,2,12.0,1969,0.14890389099999998,True,True,9,1952,1,1430.0,3,2,True,209821.95186289406
5750,62,1,36,32,6,20,13.0,1977,0.072157581,True,True,2,629,1,30.0,1,3,True,118663.19686922127
15640,61,1,36,22,6,8,9.0,1976,0.300322518,True,True,52,10311,6,30.0,1,9,True,186318.14609154526
5954,23,2,89,48,14,14,25.0,2012,0.075778755,True,True,6,1437,3,30.0,1,2,True,143364.94864502025
3026,27,2,63,40,11,14,13.0,2016,0.017647053,True,True,2,469,2,30.0,1,3,True,177572.8258374342
1661,11,3,67,48,9,7,12.0,1972,0.038692987000000005,True,True,28,6533,1,1015.0,2,5,True,321703.5945849645
6217,34,2,52,30,8,8,9.0,1998,0.069753361,True,True,53,13670,4,30.0,1,11,True,240299.1656301765
3606,4,2,45,29,6,5,5.0,1961,0.042031587,True,True,37,6856,84,1940.0,2,5,True,260449.03819660304
15318,6,2,56,32,6,18,25.0,1977,0.243204519,True,True,5,1564,2,540.0,1,3,True,157806.71312931896
16459,58,1,38,23,8,15,16.0,1976,0.060753049,True,True,15,2787,2,520.0,1,7,True,187421.70912963615
10680,1,1,41,32,6,2,22.0,1977,0.007122317,True,True,1,264,2,30.0,1,1,True,120424.5358752918
8844,128,1,39,21,9,3,16.0,1997,0.041116354,True,True,53,14892,4,30.0,1,4,True,142486.56832004245
4781,52,3,74,47,10,12,16.0,1982,0.371148999,True,True,34,7065,1,750.0,2,5,True,258927.2666553255
11886,85,3,53,37,6,8,9.0,1980,0.037177818,True,True,52,11217,1,2300.0,1,7,True,117408.42365937322
11505,70,2,53,30,11,14,16.0,1978,0.002211665,True,True,39,7614,3,30.0,1,5,True,241951.4636352675
15157,54,1,106,83,17,26,13.0,2009,0.006076152,True,True,30,5285,2,645.0,6,6,True,274139.06587537576
10495,108,1,30,18,6,3,8.0,1959,0.07542368,True,True,25,5027,4,46.0,1,1,True,181626.1751030673
8108,103,2,47,47,6,4,5.0,1961,0.151346216,True,True,32,5889,10,830.0,4,1,True,233974.12783361145
12166,27,1,38,41,10,11,17.0,2018,0.011654127,True,True,4,915,2,30.0,1,3,True,112870.58294835332
7166,66,2,44,30,6,6,5.0,1961,0.111627393,True,True,50,12238,8,1970.0,2,3,True,185779.64247109668
10794,99,3,62,48,6,5,9.0,1972,0.012338886,True,True,35,5776,1,2078.0,2,4,True,226202.8347008078
16035,28,1,44,25,8,14,12.0,1989,0.118537385,True,True,30,6207,1,1183.0,1,3,True,172378.55881143006
14036,27,1,42,21,10,8,17.0,2004,0.07542368,True,True,11,3097,2,30.0,1,3,True,131064.4349846021
1033,6,1,39,32,6,18,25.0,1977,0.243204519,True,True,5,1564,2,540.0,1,3,True,140034.83647284633
4448,191,1,43,23,8,15,16.0,1984,0.127375905,True,True,43,8429,3,30.0,3,9,True,196469.0101086229
924,101,1,33,22,6,6,5.0,1966,0.038692987000000005,True,True,28,6533,1,1015.0,2,5,True,147558.82767375454
11281,23,3,83,46,12,17,17.0,2011,0.075778755,True,True,6,1437,3,30.0,1,2,True,151122.25402060174
8765,12,1,38,21,8,8,17.0,1988,0.090799103,True,True,74,19083,2,30.0,5,15,True,174353.82385802467
9742,1,2,63,32,6,11,17.0,1977,0.007122317,True,True,1,264,2,30.0,1,1,True,194510.14788951524
8193,145,2,55,30,9,18,17.0,2003,0.246031548,True,True,22,3151,4,2715.0,3,3,True,277204.3674444801
13906,26,1,57,23,10,4,30.0,2014,0.07542368,True,True,36,6714,2,2672.0,1,2,True,298237.10646355024
8234,170,3,80,45,10,12,22.0,1992,0.21843974,True,True,21,4472,6,1450.0,4,7,True,291530.46908450196
1179,27,1,55,32,6,13,1.0,2017,0.211401214,True,True,9,1892,2,30.0,1,1,True,160035.13900234038
14053,27,2,56,32,6,7,12.0,2015,0.011654127,True,True,4,915,2,30.0,1,3,True,141086.00561585426
15825,47,2,54,34,8,6,12.0,1982,0.101872465,True,True,23,4583,3,30.0,3,3,True,222907.7513803397
12619,119,2,45,29,6,2,5.0,1962,0.000995363,True,True,42,7651,1,30.0,1,5,True,179485.93103677806
6296,111,1,43,22,8,14,12.0,1984,0.093442564,True,True,23,4635,5,3300.0,2,4,True,216956.61847598472
7745,59,2,62,35,10,7,22.0,1994,0.019508796,True,True,37,7687,11,176.0,5,5,True,404855.2632138328
1269,23,3,103,32,6,7,9.0,1977,0.014072961,True,True,2,475,2,30.0,1,3,True,201102.0835009756
11898,35,3,61,38,6,3,9.0,1971,0.089039719,True,True,33,7976,5,30.0,1,11,True,84968.37117809823
16532,42,2,53,32,9,10,12.0,2007,0.158249043,True,True,21,5731,2,30.0,1,3,True,228880.11238197176
351,1,1,42,41,6,12,17.0,1977,0.007122317,True,True,1,264,2,30.0,1,1,True,141216.94851037598
2658,23,2,62,32,6,15,17.0,1977,0.075778755,True,True,6,1437,3,30.0,1,2,True,166111.456185451
12205,30,3,80,77,6,14,12.0,2014,7.81528e-05,True,True,22,6398,2,1046.0,3,23,True,177710.60140096094
15901,100,3,58,40,6,4,5.0,1962,0.200146802,True,True,23,3975,8,770.0,2,3,True,86706.41350206478
7388,34,4,95,32,6,4,13.0,1977,0.069753361,True,True,53,13670,4,30.0,1,11,True,352426.8394435653
14111,30,2,51,32,6,16,17.0,1977,7.81528e-05,True,True,22,6398,2,1046.0,3,23,True,146183.9610029803
4654,3,1,36,22,6,6,9.0,1973,0.050900058,True,True,43,10621,1,30.0,2,3,True,107658.01367778098
13854,1,3,87,32,6,13,17.0,1977,0.007122317,True,True,1,264,2,30.0,1,1,True,249529.84918548664
12015,44,2,47,29,6,4,5.0,1964,0.036122292,True,True,24,4378,2,1036.0,1,1,True,196084.17734211587
4348,30,3,81,32,6,15,17.0,1977,7.81528e-05,True,True,22,6398,2,1046.0,3,23,True,216530.71337810875
9703,15,4,98,57,15,10,17.0,2008,0.158249043,True,True,21,5731,2,30.0,1,3,True,373510.0571282724
1085,8,1,42,21,9,4,17.0,2013,0.092290642,True,True,21,4346,2,165.0,1,2,True,90191.64805905994
11993,74,2,80,32,6,14,13.0,1977,0.075778755,True,True,6,1437,3,30.0,1,2,True,221244.15666358554
11767,130,2,49,30,7,11,13.0,1971,0.341071945,True,True,27,5664,48,2300.0,3,11,True,259147.78088016226
3290,6,2,64,32,6,12,1.0,1977,0.243204519,True,True,5,1564,2,540.0,1,3,True,176682.48706717734
4164,26,1,36,25,6,6,9.0,1963,0.1363303,True,True,30,6141,10,262.0,3,6,True,169217.73274005795
12161,103,3,62,46,6,4,9.0,1966,0.151346216,True,True,32,5889,10,830.0,4,1,True,292871.46459161665
9933,21,1,32,21,6,8,9.0,1975,0.194489265,True,True,47,8004,3,125.0,3,5,True,159180.33092230902
12247,6,2,64,59,6,6,25.0,1977,0.243204519,True,True,5,1564,2,540.0,1,3,True,187371.51360234304
6435,9,1,46,32,6,7,1.0,1977,0.161531741,True,True,25,5648,1,30.0,2,4,True,131103.95868460345
15278,45,1,50,50,6,11,22.0,1977,0.195781053,True,True,23,5212,6,30.0,3,2,True,267089.15266979806
6905,64,2,76,45,12,5,16.0,2004,0.135649789,True,True,46,7960,6,350.0,3,11,True,449776.1043936942
2236,62,1,40,32,6,5,1.0,2017,0.072157581,True,True,2,629,1,30.0,1,3,True,104827.7644842333
1405,9,2,61,32,6,7,1.0,1977,0.161531741,True,True,25,5648,1,30.0,2,4,True,165938.4534004042
2395,1,2,64,61,6,4,17.0,1977,0.007122317,True,True,1,264,2,30.0,1,1,True,164312.21619327264
7359,46,3,56,39,6,4,5.0,1968,0.07542368,True,True,47,11319,2,1145.0,3,5,True,197933.42792847575
7690,57,1,38,22,7,18,17.0,2002,0.090799103,True,True,74,19083,2,30.0,5,15,True,178934.84321538857
7815,6,1,74,78,6,16,1.0,1977,0.243204519,True,True,5,1564,2,540.0,1,3,True,216181.63705620068
15869,30,1,31,32,6,7,12.0,1977,7.81528e-05,True,True,22,6398,2,1046.0,3,23,True,68663.01138818714
9468,43,2,65,37,10,7,7.0,1940,0.015016892,True,True,17,3079,59,2890.0,1,8,True,499136.53676949313
10854,47,2,54,34,9,3,17.0,1986,0.298204575,True,True,16,4048,3,30.0,1,3,True,221547.41704073254
2365,21,3,80,45,12,14,14.0,2007,0.034331497,True,True,25,5487,3,30.0,1,4,True,453018.4698252314
9718,123,2,66,34,10,10,23.0,2007,0.07542368,True,True,6,2733,2,920.0,1,4,True,326021.10555078083
10620,38,1,46,21,6,15,14.0,2014,0.060753049,True,True,15,2787,2,520.0,1,7,True,236093.1056323709
15330,52,1,39,22,7,13,25.0,2007,0.371148999,True,True,34,7065,1,750.0,2,5,True,179476.81049473328
3888,44,2,58,35,9,4,16.0,1982,0.122190486,True,True,25,4724,2,1308.0,1,3,True,259183.4737345304
1057,27,2,54,32,6,12,17.0,2018,0.011654127,True,True,4,915,2,30.0,1,3,True,150281.35711034233
1170,140,3,129,79,11,21,22.0,2012,0.23861713,True,True,26,3889,6,705.0,3,6,True,132176.74397198774
14292,103,1,41,23,8,7,16.0,1981,0.014423114,True,True,19,3806,4,30.0,1,3,True,234052.26552661308
14756,1,1,50,46,6,10,24.0,1977,0.007122317,True,True,1,264,2,30.0,1,1,True,175188.95821584578
13749,95,2,47,29,6,6,5.0,1963,0.341071945,True,True,27,5664,48,2300.0,3,11,True,342575.5542264681
6655,140,2,54,33,8,6,12.0,1999,0.23861713,True,True,26,3889,6,705.0,3,6,True,313090.90812910517
1444,30,2,66,32,6,17,17.0,2015,7.81528e-05,True,True,22,6398,2,1046.0,3,23,True,153639.84683990374
10399,200,3,108,61,13,7,16.0,1994,0.07542368,True,True,33,7425,1,30.0,2,5,True,509230.21441925404
14735,129,1,30,17,6,5,9.0,1965,0.020741326,True,True,24,5613,5,1340.0,2,5,True,201412.15024469545
9687,85,1,41,20,10,6,22.0,1987,0.037177818,True,True,52,11217,1,2300.0,1,7,True,244361.5139880355
9915,2,1,54,29,9,4,5.0,1977,0.035145267,True,True,42,9292,3,2620.0,1,3,True,202156.38187454094
16239,29,2,43,27,6,5,5.0,1965,0.086885265,True,True,10,2277,2,1547.0,1,3,True,173315.20015961508
12723,49,2,42,26,6,6,5.0,1964,0.020741326,True,True,24,5613,5,1340.0,2,5,True,221709.2986257352
16062,79,2,39,27,6,8,12.0,1969,0.307466659,True,True,30,5048,9,325.0,2,5,True,200049.7089858713
9927,99,1,36,25,7,7,12.0,1974,0.033493708,True,True,66,10573,1,1322.0,3,8,True,152679.88542988888
11117,94,1,37,22,9,13,12.0,1970,0.282797669,True,True,33,8667,2,30.0,1,6,True,165361.49846865554
14491,10,1,33,20,7,3,9.0,1972,0.282797669,True,True,33,8667,2,30.0,1,6,True,91325.36623524633
14345,11,3,86,48,11,10,13.0,2015,0.038692987000000005,True,True,28,6533,1,1015.0,2,5,True,277669.5421084389
1765,21,1,38,20,10,14,16.0,1980,0.194489265,True,True,47,8004,3,125.0,3,5,True,153688.6849152661
15424,27,1,51,42,6,17,18.0,2015,0.017647053,True,True,2,469,2,30.0,1,3,True,146489.54957039302
11014,23,1,44,32,6,7,17.0,1977,0.075778755,True,True,6,1437,3,30.0,1,2,True,107583.46341865334
9225,59,2,56,30,11,16,16.0,1981,0.309479124,True,True,35,7715,4,990.0,1,6,True,268191.61512656737
2677,101,3,65,47,9,13,12.0,1973,0.225824954,True,True,41,6558,7,1548.0,3,2,True,290946.30636493285
16226,108,2,57,38,8,6,8.0,1958,0.07542368,True,True,25,5027,4,46.0,1,1,True,199613.73103649702
14046,26,2,60,37,10,24,22.0,2004,0.07542368,True,True,36,6714,2,2672.0,1,2,True,379370.2491600365
482,62,1,37,15,10,7,9.0,2017,0.072157581,True,True,2,629,1,30.0,1,3,True,157624.84125668675
16680,23,3,67,32,6,2,16.0,2015,0.034656082000000005,True,True,25,168,2,30.0,1,3,True,132755.2100476205
8624,13,3,76,47,10,1,17.0,1998,0.090799103,True,True,74,19083,2,30.0,5,15,True,259693.0543269591
14259,23,1,39,23,6,6,9.0,1982,0.386771659,True,True,5,1135,2,30.0,1,3,True,151348.47300583206
8820,23,2,51,47,6,9,9.0,1977,0.034656082000000005,True,True,25,168,2,30.0,1,3,True,113619.86683863828
11836,31,3,79,51,8,7,5.0,1958,0.151346216,True,True,32,5889,10,830.0,4,1,True,423845.4594063881
8136,62,3,86,32,6,11,17.0,1977,0.072157581,True,True,2,629,1,30.0,1,3,True,207315.91957914367
13129,73,1,46,48,6,6,9.0,2016,0.042031587,True,True,37,6856,84,1940.0,2,5,True,404790.5637840653
11800,99,2,41,25,7,9,12.0,1970,0.033493708,True,True,66,10573,1,1322.0,3,8,True,204254.12863805683
1652,109,3,72,41,8,16,16.0,1990,0.07542368,True,True,25,5027,4,46.0,1,1,True,354114.65495713893
9059,47,3,64,50,7,17,16.0,1980,6.99893e-05,True,True,46,10309,1,240.0,1,16,True,339782.21331546555
967,6,3,82,32,6,18,17.0,1977,0.243204519,True,True,5,1564,2,540.0,1,3,True,224361.28390173047
3072,129,1,25,12,6,6,5.0,1961,0.051942062,True,True,17,4017,7,800.0,2,3,True,115342.22293652248
13206,123,2,91,42,17,5,8.0,2008,0.07542368,True,True,6,2733,2,920.0,1,4,True,477008.2228370253
5852,29,1,32,20,6,2,5.0,1963,0.069660344,True,True,31,6119,4,30.0,1,2,True,135004.81067016572
515,58,3,60,45,6,7,9.0,1969,0.050755569,True,True,24,5469,1,145.0,1,1,True,248753.3420542499
9833,1,2,56,54,6,9,17.0,1977,0.007122317,True,True,1,264,2,30.0,1,1,True,196078.90728935658
12802,13,1,40,20,10,18,18.0,2001,0.090799103,True,True,74,19083,2,30.0,5,15,True,186870.97186965068
8991,2,3,62,43,6,9,9.0,1970,0.309479124,True,True,35,7715,4,990.0,1,6,True,165392.59959286122
5122,99,1,40,23,10,9,22.0,1992,0.012338886,True,True,35,5776,1,2078.0,2,4,True,186351.71418477886
1169,9,1,38,18,10,8,16.0,1998,0.069753361,True,True,53,13670,4,30.0,1,11,True,195593.2178213116
6534,87,3,74,45,10,10,17.0,1986,0.100455735,True,True,43,7227,2,30.0,1,6,True,272178.7491592752
9109,1,1,35,15,9,6,17.0,2009,0.025609157,True,True,33,5261,2,240.0,3,1,True,89915.71786611805
3044,87,1,43,23,8,8,12.0,1980,0.100455735,True,True,43,7227,2,30.0,1,6,True,195078.2995265661
10925,52,1,40,32,6,3,17.0,1977,0.371148999,True,True,34,7065,1,750.0,2,5,True,102551.61994269132
1678,111,2,56,31,11,8,16.0,1981,0.135649789,True,True,46,7960,6,350.0,3,11,True,263687.9032626532
1589,11,1,44,17,11,16,25.0,2013,0.00016967599999999998,True,True,36,5992,2,30.0,1,1,True,79057.71021289518
4150,10,1,38,20,8,8,16.0,1984,0.282797669,True,True,33,8667,2,30.0,1,6,True,167742.76087829028
4447,5,2,43,33,6,3,5.0,1965,0.150817539,True,True,16,3433,4,2643.0,4,5,True,87228.7740618809
11213,58,2,57,32,9,10,14.0,2012,0.14890389099999998,True,True,9,1952,1,1430.0,3,2,True,227080.7482070725
13700,27,2,62,33,11,12,14.0,2013,0.017647053,True,True,2,469,2,30.0,1,3,True,158805.67730345894
1141,129,2,38,21,7,2,8.0,1962,0.051942062,True,True,17,4017,7,800.0,2,3,True,190637.5128201271
9620,30,2,63,32,6,7,17.0,1977,7.81528e-05,True,True,22,6398,2,1046.0,3,23,True,199699.60184837726
7943,12,2,56,34,8,13,14.0,1997,0.090799103,True,True,74,19083,2,30.0,5,15,True,241461.6438547032
3708,27,3,80,43,12,3,17.0,2015,0.017647053,True,True,2,469,2,30.0,1,3,True,202664.318241463
8670,1,2,60,60,6,19,24.0,1977,0.007122317,True,True,1,264,2,30.0,1,1,True,160630.65290160454
7631,52,3,83,44,12,17,17.0,2014,0.371148999,True,True,34,7065,1,750.0,2,5,True,250188.592807826
8427,27,2,51,55,6,17,15.0,1977,0.211401214,True,True,9,1892,2,30.0,1,1,True,134758.35543298678
10147,58,2,65,32,6,15,17.0,1977,0.43788524,True,True,23,5735,3,1084.0,1,5,True,166809.66564165187
5831,130,3,55,39,6,4,16.0,1970,0.21843974,True,True,21,4472,6,1450.0,4,7,True,252199.26844278464
4551,27,1,37,17,7,10,14.0,2016,0.011654127,True,True,4,915,2,30.0,1,3,True,89296.98859880271
